Source	Source primary accession	Source secondary accession	Target	Target primary accession	Target secondary accession
snOPYdb	Danio_rerio300092	SNORD74	sequence	LT800756	
snOPYdb	Danio_rerio300093	SNORD58	sequence	LT800757	
snOPYdb	Danio_rerio300094	SNORD58	sequence	LT800758	
snOPYdb	Danio_rerio300097	SNORD66	sequence	LT800759	
snOPYdb	Danio_rerio300099	SNORD12	sequence	LT800760	
snOPYdb	Danio_rerio300100	SNORA57	sequence	LT800761	
snOPYdb	Danio_rerio300101	snoZ30	sequence	LT800762	
snOPYdb	Danio_rerio300102	SNORA54	sequence	LT800763	
snOPYdb	Danio_rerio300103	SNORD35	sequence	LT800764	
snOPYdb	Danio_rerio300104	SNORD35	sequence	LT800765	
snOPYdb	Danio_rerio300105	SNORD35	sequence	LT800766	
snOPYdb	Danio_rerio300106	SNORD35	sequence	LT800767	
snOPYdb	Danio_rerio300107	SNORA63	sequence	LT800768	
snOPYdb	Danio_rerio300108	SNORA63	sequence	LT800769	
snOPYdb	Danio_rerio300109	SNORA63	sequence	LT800770	
snOPYdb	Danio_rerio300110	SNORA63	sequence	LT800771	
snOPYdb	Danio_rerio300111	SNORA63	sequence	LT800772	
snOPYdb	Danio_rerio300112	SNORD24	sequence	LT800773	
snOPYdb	Danio_rerio300113	SNORD24	sequence	LT800774	
snOPYdb	Danio_rerio300114	SNORD36	sequence	LT800775	
snOPYdb	Danio_rerio300115	SNORD36	sequence	LT800776	
snOPYdb	Danio_rerio300116	SNORA62	sequence	LT800777	
snOPYdb	Danio_rerio300117	SNORD21	sequence	LT800778	
snOPYdb	Danio_rerio300118	SNORA23	sequence	LT800779	
snOPYdb	Danio_rerio300119	SNORA23	sequence	LT800780	
snOPYdb	Danio_rerio300120	SNORD14	sequence	LT800781	
snOPYdb	Danio_rerio300121	SNORD14	sequence	LT800782	
snOPYdb	Danio_rerio300123	SNORD14	sequence	LT800783	
snOPYdb	Danio_rerio300124	SNORD61	sequence	LT800784	
snOPYdb	Danio_rerio300125	SNORA69	sequence	LT800785	
snOPYdb	Danio_rerio300126	SNORD33	sequence	LT800786	
snOPYdb	Danio_rerio300127	SNORD33	sequence	LT800787	
snOPYdb	Danio_rerio300128	SNORD15	sequence	LT800788	
snOPYdb	Danio_rerio300129	SNORD15	sequence	LT800789	
snOPYdb	Danio_rerio300130	SNORD15	sequence	LT800790	
snOPYdb	Danio_rerio300131	SNORD16	sequence	LT800791	
snOPYdb	Danio_rerio300132	SNORD18	sequence	LT800792	
snOPYdb	Danio_rerio300133	SNORD16	sequence	LT800793	
snOPYdb	Danio_rerio300134	SNORD18	sequence	LT800794	
snOPYdb	Danio_rerio300135	SNORD18	sequence	LT800795	
snOPYdb	Danio_rerio300136	SNORD18	sequence	LT800796	
snOPYdb	Danio_rerio300137	SNORD111	sequence	LT800797	
snOPYdb	Danio_rerio300138	SNORD111	sequence	LT800798	
snOPYdb	Danio_rerio300139	SNORD111	sequence	LT800799	
snOPYdb	Danio_rerio300140	SNORD111	sequence	LT800800	
snOPYdb	Danio_rerio300141	SNORD52	sequence	LT800801	
snOPYdb	Danio_rerio300142	SNORD52	sequence	LT800802	
snOPYdb	Danio_rerio300143	SNORD52	sequence	LT800803	
snOPYdb	Danio_rerio300144	SNORA5	sequence	LT800804	
snOPYdb	Danio_rerio300145	SNORA73	sequence	LT800805	
snOPYdb	Danio_rerio300146	SNORA73	sequence	LT800806	
snOPYdb	Danio_rerio300147	SNORA73	sequence	LT800807	
snOPYdb	Danio_rerio300148	SNORA73	sequence	LT800808	
snOPYdb	Danio_rerio300149	SNORD94	sequence	LT800809	
snOPYdb	Danio_rerio300150	SNORD42	sequence	LT800810	
snOPYdb	Danio_rerio300152	SNORD83	sequence	LT800811	
snOPYdb	Danio_rerio300153	SNORD83	sequence	LT800812	
snOPYdb	Danio_rerio300154	SNORD83	sequence	LT800813	
snOPYdb	Danio_rerio300155	SNORD83	sequence	LT800814	
snOPYdb	Danio_rerio300156	SNORD37	sequence	LT800815	
snOPYdb	Danio_rerio300157	SNORA75	sequence	LT800816	
snOPYdb	Danio_rerio300158	SNORA75	sequence	LT800817	
snOPYdb	Danio_rerio300163	SNORA2	sequence	LT800818	
snOPYdb	Danio_rerio300164	SNORD100	sequence	LT800819	
snOPYdb	Danio_rerio300166	SNORD95	sequence	LT800820	
snOPYdb	Danio_rerio300167	SNORA70	sequence	LT800821	
snOPYdb	Danio_rerio300168	SNORA70	sequence	LT800822	
snOPYdb	Danio_rerio300169	SNORA65	sequence	LT800823	
snOPYdb	Danio_rerio300170	snoMBII-202	sequence	LT800824	
snOPYdb	Danio_rerio300171	snoMBII-202	sequence	LT800825	
snOPYdb	Danio_rerio300172	SNORA21	sequence	LT800826	
snOPYdb	Danio_rerio300173	SNORA21	sequence	LT800827	
snOPYdb	Danio_rerio300174	SNORD72	sequence	LT800828	
snOPYdb	Danio_rerio300175	SNORD72	sequence	LT800829	
snOPYdb	Danio_rerio300176	SNORD26	sequence	LT800830	
snOPYdb	Danio_rerio300182	ACEA_U3	sequence	LT800831	
snOPYdb	Danio_rerio300183	SNORA84	sequence	LT800832	
snOPYdb	Danio_rerio300184	SNORA31	sequence	LT800833	
snOPYdb	Danio_rerio300185	SNORA31	sequence	LT800834	
snOPYdb	Danio_rerio300186	SNORD58	sequence	LT800835	
snOPYdb	Danio_rerio300187	SNORD60	sequence	LT800836	
snOPYdb	Danio_rerio300188	SNORD66	sequence	LT800837	
snOPYdb	Danio_rerio300189	SNORD46	sequence	LT800838	
snOPYdb	Danio_rerio300190	SNORA47	sequence	LT800839	
snOPYdb	Danio_rerio300191	SNORA57	sequence	LT800840	
snOPYdb	Danio_rerio300192	snoU85	sequence	LT800841	
snOPYdb	Danio_rerio300193	snoU85	sequence	LT800842	
snOPYdb	Danio_rerio300194	snoU85	sequence	LT800843	
snOPYdb	Danio_rerio300195	SNORD2	sequence	LT800844	
snOPYdb	Danio_rerio300196	SNORD2	sequence	LT800845	
snOPYdb	Danio_rerio300197	SNORA81	sequence	LT800846	
snOPYdb	Danio_rerio300198	SNORA81	sequence	LT800847	
snOPYdb	Danio_rerio300199	SNORD2	sequence	LT800848	
snOPYdb	Danio_rerio300200	SNORA13	sequence	LT800849	
snOPYdb	Danio_rerio300201	SNORA13	sequence	LT800850	
snOPYdb	Danio_rerio300202	snoU83B	sequence	LT800851	
snOPYdb	Danio_rerio300203	SNORA74	sequence	LT800852	
snOPYdb	Danio_rerio300204	SNORA50	sequence	LT800853	
snOPYdb	Danio_rerio300205	SNORA62	sequence	LT800854	
snOPYdb	Danio_rerio300206	SNORA68	sequence	LT800855	
snOPYdb	Danio_rerio300207	SNORA68	sequence	LT800856	
snOPYdb	Danio_rerio300208	SNORD63	sequence	LT800857	
snOPYdb	Danio_rerio300209	SNORA77	sequence	LT800858	
snOPYdb	Danio_rerio300210	SNORA65	sequence	LT800859	
snOPYdb	Danio_rerio300211	SNORA65	sequence	LT800860	
snOPYdb	Danio_rerio300212	SNORA1	sequence	LT800861	
snOPYdb	Danio_rerio300213	SNORA18	sequence	LT800862	
snOPYdb	Danio_rerio300214	SNORA32	sequence	LT800863	
snOPYdb	Danio_rerio300215	SNORD21	sequence	LT800864	
snOPYdb	Danio_rerio300216	SNORA62	sequence	LT800865	
snOPYdb	Danio_rerio300217	SNORA62	sequence	LT800866	
snOPYdb	Danio_rerio300218	SNORD11B	sequence	LT800867	
snOPYdb	Danio_rerio300219	SNORD11B	sequence	LT800868	
snOPYdb	Danio_rerio300220	SNORD70	sequence	LT800869	
snOPYdb	Danio_rerio300221	snoU6-53	sequence	LT800870	
snOPYdb	Danio_rerio300222	snoU6-53	sequence	LT800871	
snOPYdb	Danio_rerio300223	snoU6-53	sequence	LT800872	
snOPYdb	Danio_rerio300224	SNORD29	sequence	LT800873	
snOPYdb	Danio_rerio300225	SNORD31	sequence	LT800874	
snOPYdb	Danio_rerio300226	SNORD10	sequence	LT800875	
snOPYdb	Danio_rerio300227	SNORA19	sequence	LT800876	
snOPYdb	Danio_rerio300229	snoMBII-202	sequence	LT800877	
snOPYdb	Danio_rerio300230	SNORA24	sequence	LT800878	
snOPYdb	Danio_rerio300232	SNORD79	sequence	LT800879	
snOPYdb	Danio_rerio300233	SNORD79	sequence	LT800880	
snOPYdb	Danio_rerio300234	ACA64	sequence	LT800881	
snOPYdb	Danio_rerio300235	ACA64	sequence	LT800882	
snOPYdb	Danio_rerio300236	SNORA55	sequence	LT800883	
snOPYdb	Danio_rerio300237	SNORA55	sequence	LT800884	
snOPYdb	Danio_rerio300238	snR50	sequence	LT800885	
snOPYdb	Danio_rerio300239	SNORA13	sequence	LT800886	
snOPYdb	Danio_rerio300240	SNORA14	sequence	LT800887	
snOPYdb	Danio_rerio300241	SNORA14	sequence	LT800888	
snOPYdb	Danio_rerio300242	U3	sequence	LT800889	
snOPYdb	Danio_rerio300243	U3	sequence	LT800890	
snOPYdb	Danio_rerio300244	U3	sequence	LT800891	
snOPYdb	Danio_rerio300245	U3	sequence	LT800892	
snOPYdb	Danio_rerio300246	SNORA74	sequence	LT800893	
snOPYdb	Danio_rerio300247	snoU109	sequence	LT800894	
snOPYdb	Danio_rerio300248	snoU109	sequence	LT800895	
snOPYdb	Danio_rerio300249	SNORD61	sequence	LT800896	
snOPYdb	Danio_rerio300250	SNORD61	sequence	LT800897	
snOPYdb	Danio_rerio300251	snoU2_19	sequence	LT800898	
snOPYdb	Danio_rerio300253	SNORA29	sequence	LT800899	
snOPYdb	Danio_rerio300254	SNORA29	sequence	LT800900	
snOPYdb	Danio_rerio300255	SNORD53_SNORD92	sequence	LT800901	
snOPYdb	Danio_rerio300256	SNORD53_SNORD92	sequence	LT800902	
snOPYdb	Danio_rerio300257	SNORD53_SNORD92	sequence	LT800903	
snOPYdb	Danio_rerio300258	SNORD53_SNORD92	sequence	LT800904	
snOPYdb	Danio_rerio300259	SNORD53_SNORD92	sequence	LT800905	
snOPYdb	Danio_rerio300260	SNORD97	sequence	LT800906	
snOPYdb	Danio_rerio300261	SNORA35	sequence	LT800907	
snOPYdb	Danio_rerio300262	SNORD15	sequence	LT800908	
snOPYdb	Danio_rerio300263	SNORA5	sequence	LT800909	
snOPYdb	Danio_rerio300264	SNORA16	sequence	LT800910	
snOPYdb	Danio_rerio300265	SNORA16	sequence	LT800911	
snOPYdb	Danio_rerio300266	SNORA9	sequence	LT800912	
snOPYdb	Danio_rerio300267	SNORA9	sequence	LT800913	
snOPYdb	Danio_rerio300268	SNORD52	sequence	LT800914	
snOPYdb	Danio_rerio300269	SNORD52	sequence	LT800915	
snOPYdb	Danio_rerio300270	SNORD52	sequence	LT800916	
snOPYdb	Danio_rerio300271	SNORD52	sequence	LT800917	
snOPYdb	Danio_rerio300272	SNORD52	sequence	LT800918	
snOPYdb	Danio_rerio300273	SNORA5	sequence	LT800919	
snOPYdb	Danio_rerio300274	SNORA5	sequence	LT800920	
snOPYdb	Danio_rerio300275	SNORA79	sequence	LT800921	
snOPYdb	Danio_rerio300276	SNORA13	sequence	LT800922	
snOPYdb	Danio_rerio300277	SNORA26	sequence	LT800923	
snOPYdb	Danio_rerio300278	SNORA26	sequence	LT800924	
snOPYdb	Danio_rerio300279	SNORD94	sequence	LT800925	
snOPYdb	Danio_rerio300280	SNORA42	sequence	LT800926	
snOPYdb	Danio_rerio300281	SNORD57	sequence	LT800927	
snOPYdb	Danio_rerio300282	SNORD65	sequence	LT800928	
snOPYdb	Danio_rerio300283	SNORD65	sequence	LT800929	
snOPYdb	Danio_rerio300284	SNORA36	sequence	LT800930	
snOPYdb	Danio_rerio300285	SNORA56	sequence	LT800931	
snOPYdb	Danio_rerio300286	SNORA17	sequence	LT800932	
snOPYdb	Danio_rerio300287	SNORD37	sequence	LT800933	
snOPYdb	Danio_rerio300288	SNORA38	sequence	LT800934	
snOPYdb	Danio_rerio300289	SNORA7	sequence	LT800935	
snOPYdb	Danio_rerio300290	SNORD101	sequence	LT800936	
snOPYdb	Danio_rerio300291	SNORD94	sequence	LT800937	
snOPYdb	Danio_rerio300292	SNORA71	sequence	LT800938	
snOPYdb	Danio_rerio300293	SNORA71	sequence	LT800939	
snOPYdb	Danio_rerio300294	SNORA53	sequence	LT800940	
snOPYdb	Danio_rerio300295	SNORA53	sequence	LT800941	
snOPYdb	Danio_rerio300296	SNORD18	sequence	LT800942	
snOPYdb	Danio_rerio300297	SNORD3	sequence	LT800943	
snOPYdb	Danio_rerio300298	SNORD3	sequence	LT800944	
snOPYdb	Danio_rerio300299	U3	sequence	LT800945	
snOPYdb	Drosophila_melanogaster300000	Me18S-C1366	sequence	LN809582	
snOPYdb	Drosophila_melanogaster300001	Me28S-C3227a	sequence	LN809623	
snOPYdb	Drosophila_melanogaster300002	Me28S-C3227b	sequence	LN809624	
snOPYdb	Drosophila_melanogaster300003	Me28S-U1848	sequence	LN809653	
snOPYdb	Drosophila_melanogaster300004	Me18S-G1952	sequence	LN809588	
snOPYdb	Drosophila_melanogaster300005	Me18S-A1061	sequence	LN809568	
snOPYdb	Drosophila_melanogaster300006	Me28S-A992	sequence	LN809618	
snOPYdb	Drosophila_melanogaster300007	Me28S-G2703a	sequence	LN809638	
snOPYdb	Drosophila_melanogaster300008	Me28S-G2703b	sequence	LN809639	
snOPYdb	Drosophila_melanogaster300009	Me28S-G2703c	sequence	LN809640	
snOPYdb	Drosophila_melanogaster300010	Or-CD4	sequence	LN809679	
snOPYdb	Drosophila_melanogaster300011	Me18S-A1806	sequence	LN809573	
snOPYdb	Drosophila_melanogaster300012	Me28S-G1083d	sequence	LN809634	
snOPYdb	Drosophila_melanogaster300013	Or-CD9a	sequence	LN809681	
snOPYdb	Drosophila_melanogaster300014	Or-CD9b	sequence	LN809682	
snOPYdb	Drosophila_melanogaster300015	185	sequence	LN809560	
snOPYdb	Drosophila_melanogaster300016	U3:54Ab	sequence	LN809803	
snOPYdb	Drosophila_melanogaster300017	U3:54Aa	sequence	LN809802	
snOPYdb	Drosophila_melanogaster300018	Psi18S-176	sequence	LN809698	
snOPYdb	Drosophila_melanogaster300019	Or-CD11	sequence	LN809673	
snOPYdb	Drosophila_melanogaster300020	Me18S-U1356a	sequence	LN809594	
snOPYdb	Drosophila_melanogaster300021	Me18S-U1356b	sequence	LN809595	
snOPYdb	Drosophila_melanogaster300022	Me18S-U1356c	sequence	LN809596	
snOPYdb	Drosophila_melanogaster300023	Psi28S-3342	sequence	LN809778	
snOPYdb	Drosophila_melanogaster300024	Psi28S-1153	sequence	LN809735	
snOPYdb	Drosophila_melanogaster300025	Or-aca4	sequence	LN809669	
snOPYdb	Drosophila_melanogaster300026	Psi28S-2622	sequence	LN809757	
snOPYdb	Drosophila_melanogaster300027	Psi28S-2949	sequence	LN809762	
snOPYdb	Drosophila_melanogaster300028	Or-aca5	sequence	LN809670	
snOPYdb	Drosophila_melanogaster300029	Me28S-G3255a	sequence	LN809645	
snOPYdb	Drosophila_melanogaster300030	Me28S-A982a	sequence	LN809616	
snOPYdb	Drosophila_melanogaster300031	Me28S-A982b	sequence	LN809617	
snOPYdb	Drosophila_melanogaster300032	Me28S-G3255b	sequence	LN809646	
snOPYdb	Drosophila_melanogaster300033	Or-CD2	sequence	LN809678	
snOPYdb	Drosophila_melanogaster300034	Me28S-A2634c	sequence	LN809607	
snOPYdb	Drosophila_melanogaster300035	Me28S-A2634b	sequence	LN809606	
snOPYdb	Drosophila_melanogaster300036	Me28S-A2634a	sequence	LN809605	
snOPYdb	Drosophila_melanogaster300037	U3:9B	sequence	LN809804	
snOPYdb	Drosophila_melanogaster300038	Me28S-U1230	sequence	LN809650	
snOPYdb	Drosophila_melanogaster300039	Me28S-C437	sequence	LN809628	
snOPYdb	Drosophila_melanogaster300040	Me18S-C1831	sequence	LN809583	
snOPYdb	Drosophila_melanogaster300041	Psi28S-2263	sequence	LN809751	
snOPYdb	Drosophila_melanogaster300042	Psi18S-525k	sequence	LN809713	
snOPYdb	Drosophila_melanogaster300043	Me28S-A2486	sequence	LN809600	
snOPYdb	Drosophila_melanogaster300044	Me28S-G2743	sequence	LN809641	
snOPYdb	Drosophila_melanogaster300045	Psi28S-2648	sequence	LN809759	
snOPYdb	Drosophila_melanogaster300046	U14:30Eb	sequence	LN809793	
snOPYdb	Drosophila_melanogaster300047	U14:30Ea	sequence	LN809792	
snOPYdb	Drosophila_melanogaster300048	Me18S-G1620	sequence	LN809587	
snOPYdb	Drosophila_melanogaster300049	Me18S-A1576	sequence	LN809571	
snOPYdb	Drosophila_melanogaster300050	Me18S-G642	sequence	LN809591	
snOPYdb	Drosophila_melanogaster300051	Me18S-A934	sequence	LN809578	
snOPYdb	Drosophila_melanogaster300052	Me28S-A2958	sequence	LN809608	
snOPYdb	Drosophila_melanogaster300053	Me28S-C1237	sequence	LN809619	
snOPYdb	Drosophila_melanogaster300054	28S-A2113	sequence	LN809562	
snOPYdb	Drosophila_melanogaster300055	Me28S-A3365	sequence	LN809610	
snOPYdb	Drosophila_melanogaster300056	Psi18S-525a	sequence	LN809703	
snOPYdb	Drosophila_melanogaster300057	Psi18S-640a	sequence	LN809715	
snOPYdb	Drosophila_melanogaster300058	Psi18S-525b	sequence	LN809704	
snOPYdb	Drosophila_melanogaster300059	Psi18S-525c	sequence	LN809705	
snOPYdb	Drosophila_melanogaster300060	Psi18S-640b	sequence	LN809716	
snOPYdb	Drosophila_melanogaster300061	Psi18S-525d	sequence	LN809706	
snOPYdb	Drosophila_melanogaster300062	Psi18S-640c	sequence	LN809717	
snOPYdb	Drosophila_melanogaster300063	Psi18S-525e	sequence	LN809707	
snOPYdb	Drosophila_melanogaster300064	Psi18S-640d	sequence	LN809718	
snOPYdb	Drosophila_melanogaster300065	Psi18S-525f	sequence	LN809708	
snOPYdb	Drosophila_melanogaster300066	Psi18S-525g	sequence	LN809709	
snOPYdb	Drosophila_melanogaster300067	Psi18S-640e	sequence	LN809719	
snOPYdb	Drosophila_melanogaster300068	Psi18S-525h	sequence	LN809710	
snOPYdb	Drosophila_melanogaster300069	Psi18S-640f	sequence	LN809720	
snOPYdb	Drosophila_melanogaster300070	Psi18S-525i	sequence	LN809711	
snOPYdb	Drosophila_melanogaster300071	Psi18S-640g	sequence	LN809721	
snOPYdb	Drosophila_melanogaster300072	Psi18S-525j	sequence	LN809712	
snOPYdb	Drosophila_melanogaster300073	Me28S-C2645a	sequence	LN809620	
snOPYdb	Drosophila_melanogaster300074	Me28S-C2645b	sequence	LN809621	
snOPYdb	Drosophila_melanogaster300075	Me28S-C2645c	sequence	LN809622	
snOPYdb	Drosophila_melanogaster300076	Me18S-A469	sequence	LN809576	
snOPYdb	Drosophila_melanogaster300077	Psi18S-996	sequence	LN809727	
snOPYdb	Drosophila_melanogaster300078	Me28S-C788b	sequence	LN809630	
snOPYdb	Drosophila_melanogaster300079	Me28S-C788a	sequence	LN809629	
snOPYdb	Drosophila_melanogaster300080	Me28S-G3113b	sequence	LN809644	
snOPYdb	Drosophila_melanogaster300081	Me28S-G3113a	sequence	LN809643	
snOPYdb	Drosophila_melanogaster300082	Me5.8S-G74	sequence	LN809658	
snOPYdb	Drosophila_melanogaster300083	Me28S-A771	sequence	LN809613	
snOPYdb	Drosophila_melanogaster300084	Psi18S-110	sequence	LN809684	
snOPYdb	Drosophila_melanogaster300085	Psi28S-3308	sequence	LN809769	
snOPYdb	Drosophila_melanogaster300086	Psi18S-1086	sequence	LN809683	
snOPYdb	Drosophila_melanogaster300087	Or-CD12	sequence	LN809677	
snOPYdb	Drosophila_melanogaster300088	Me28S-C3351	sequence	LN809625	
snOPYdb	Drosophila_melanogaster300089	Or-CD11c	sequence	LN809676	
snOPYdb	Drosophila_melanogaster300090	Or-CD11b	sequence	LN809675	
snOPYdb	Drosophila_melanogaster300091	Or-CD11a	sequence	LN809674	
snOPYdb	Drosophila_melanogaster300092	Me18S-A1494	sequence	LN809570	
snOPYdb	Drosophila_melanogaster300093	Psi18S-1397	sequence	LN809697	
snOPYdb	Drosophila_melanogaster300094	684	sequence	LN809566	
snOPYdb	Drosophila_melanogaster300095	Psi28S-1837c	sequence	LN809747	
snOPYdb	Drosophila_melanogaster300096	Psi28S-1837b	sequence	LN809746	
snOPYdb	Drosophila_melanogaster300097	Psi28S-1837a	sequence	LN809745	
snOPYdb	Drosophila_melanogaster300098	U49:66Da	sequence	LN809805	
snOPYdb	Drosophila_melanogaster300099	U49:66Db	sequence	LN809806	
snOPYdb	Drosophila_melanogaster300100	Psi28S-612	sequence	LN809789	
snOPYdb	Drosophila_melanogaster300101	28S-G3253	sequence	LN809563	
snOPYdb	Drosophila_melanogaster300102	MeU2-A31	sequence	LN809660	
snOPYdb	Drosophila_melanogaster300103	Me18S-G962	sequence	LN809593	
snOPYdb	Drosophila_melanogaster300104	Psi18S-920	sequence	LN809726	
snOPYdb	Drosophila_melanogaster300105	Me28S-A774b	sequence	LN809615	
snOPYdb	Drosophila_melanogaster300106	Me28S-A774a	sequence	LN809614	
snOPYdb	Drosophila_melanogaster300107	Psi28S-3327a	sequence	LN809775	
snOPYdb	Drosophila_melanogaster300108	Psi28S-3327b	sequence	LN809776	
snOPYdb	Drosophila_melanogaster300109	Psi28S-3327c	sequence	LN809777	
snOPYdb	Drosophila_melanogaster300110	MeU5-U42	sequence	LN809663	
snOPYdb	Drosophila_melanogaster300111	Me28S-A576	sequence	LN809612	
snOPYdb	Drosophila_melanogaster300112	Me28S-A30	sequence	LN809609	
snOPYdb	Drosophila_melanogaster300113	Psi28S-2566	sequence	LN809756	
snOPYdb	Drosophila_melanogaster300114	Me28S-G764	sequence	LN809647	
snOPYdb	Drosophila_melanogaster300115	Psi18S-531	sequence	LN809714	
snOPYdb	Drosophila_melanogaster300116	Psi28S-2179	sequence	LN809750	
snOPYdb	Drosophila_melanogaster300117	M	sequence	LN809567	
snOPYdb	Drosophila_melanogaster300118	Me28S-G980	sequence	LN809648	
snOPYdb	Drosophila_melanogaster300119	Me18S-C1024	sequence	LN809579	
snOPYdb	Drosophila_melanogaster300120	Or-CD10	sequence	LN809672	
snOPYdb	Drosophila_melanogaster300121	Psi28S-3436b	sequence	LN809787	
snOPYdb	Drosophila_melanogaster300122	Psi28S-3436a	sequence	LN809786	
snOPYdb	Drosophila_melanogaster300123	Psi28S-1060	sequence	LN809728	
snOPYdb	Drosophila_melanogaster300124	Psi28S-1232	sequence	LN809744	
snOPYdb	Drosophila_melanogaster300125	Or-aca2	sequence	LN809667	
snOPYdb	Drosophila_melanogaster300126	Me28S-U1688	sequence	LN809652	
snOPYdb	Drosophila_melanogaster300127	Me18S-A627	sequence	LN809577	
snOPYdb	Drosophila_melanogaster300128	Me28S-A1705	sequence	LN809599	
snOPYdb	Drosophila_melanogaster300129	Me18S-G894	sequence	LN809592	
snOPYdb	Drosophila_melanogaster300130	Psi28S-1192d	sequence	LN809743	
snOPYdb	Drosophila_melanogaster300131	Psi28S-1192c	sequence	LN809742	
snOPYdb	Drosophila_melanogaster300132	Psi28S-1192b	sequence	LN809741	
snOPYdb	Drosophila_melanogaster300133	Psi28S-1192a	sequence	LN809740	
snOPYdb	Drosophila_melanogaster300134	Psi28S-2876	sequence	LN809760	
snOPYdb	Drosophila_melanogaster300135	Psi18S-1854c	sequence	LN809702	
snOPYdb	Drosophila_melanogaster300136	Psi28S-1135f	sequence	LN809734	
snOPYdb	Drosophila_melanogaster300137	Psi18S-1854b	sequence	LN809701	
snOPYdb	Drosophila_melanogaster300138	Psi28S-1135e	sequence	LN809733	
snOPYdb	Drosophila_melanogaster300139	Psi18S-1854a	sequence	LN809700	
snOPYdb	Drosophila_melanogaster300140	Psi28S-1135d	sequence	LN809732	
snOPYdb	Drosophila_melanogaster300141	Psi28S-1135c	sequence	LN809731	
snOPYdb	Drosophila_melanogaster300142	Psi28S-1135b	sequence	LN809730	
snOPYdb	Drosophila_melanogaster300143	Psi28S-1135a	sequence	LN809729	
snOPYdb	Drosophila_melanogaster300144	Me28S-U3344b	sequence	LN809657	
snOPYdb	Drosophila_melanogaster300145	MeU2-C28	sequence	LN809661	
snOPYdb	Drosophila_melanogaster300146	Me28S-U3344a	sequence	LN809656	
snOPYdb	Drosophila_melanogaster300147	MeU6-A47	sequence	LN809664	
snOPYdb	Drosophila_melanogaster300148	MeU6-C68	sequence	LN809665	
snOPYdb	Drosophila_melanogaster300149	Psi28S-1936	sequence	LN809748	
snOPYdb	Drosophila_melanogaster300150	Psi28S-1180	sequence	LN809739	
snOPYdb	Drosophila_melanogaster300151	Me28S-A1322	sequence	LN809597	
snOPYdb	Drosophila_melanogaster300152	Me28S-C3420b	sequence	LN809627	
snOPYdb	Drosophila_melanogaster300153	Me28S-C3420a	sequence	LN809626	
snOPYdb	Drosophila_melanogaster300154	Me28S-G3081a	sequence	LN809642	
snOPYdb	Drosophila_melanogaster300155	Me28S-A3407a	sequence	LN809611	
snOPYdb	Drosophila_melanogaster300156	Me28S-A1666a	sequence	LN809598	
snOPYdb	Drosophila_melanogaster300157	U29:54Eb	sequence	LN809796	
snOPYdb	Drosophila_melanogaster300158	U29:54Ec	sequence	LN809797	
snOPYdb	Drosophila_melanogaster300159	U76:54Eb	sequence	LN809807	
snOPYdb	Drosophila_melanogaster300160	U29:54Ed	sequence	LN809798	
snOPYdb	Drosophila_melanogaster300161	U27:54Ea	sequence	LN809794	
snOPYdb	Drosophila_melanogaster300162	MeS28-G3277a	sequence	LN809659	
snOPYdb	Drosophila_melanogaster300163	snR38:54Eb	sequence	LN809790	
snOPYdb	Drosophila_melanogaster300164	U31:54Eb	sequence	LN809799	
snOPYdb	Drosophila_melanogaster300165	U31:54Ec	sequence	LN809800	
snOPYdb	Drosophila_melanogaster300166	U31:54Ed	sequence	LN809801	
snOPYdb	Drosophila_melanogaster300167	U27:54Eb	sequence	LN809795	
snOPYdb	Drosophila_melanogaster300168	snR38:54Ec	sequence	LN809791	
snOPYdb	Drosophila_melanogaster300169	Me18S-A28a	sequence	LN809574	
snOPYdb	Drosophila_melanogaster300170	Psi18S-1347a	sequence	LN809687	
snOPYdb	Drosophila_melanogaster300171	Psi18S-1347b	sequence	LN809688	
snOPYdb	Drosophila_melanogaster300172	Psi18S-1347c	sequence	LN809689	
snOPYdb	Drosophila_melanogaster300173	Me28S-U1130	sequence	LN809649	
snOPYdb	Drosophila_melanogaster300174	Psi28S-2444	sequence	LN809754	
snOPYdb	Drosophila_melanogaster300175	660	sequence	LN809565	
snOPYdb	Drosophila_melanogaster300176	Me28S-A2589a	sequence	LN809602	
snOPYdb	Drosophila_melanogaster300177	Psi28S-3316a	sequence	LN809770	
snOPYdb	Drosophila_melanogaster300178	Psi28S-3316b	sequence	LN809771	
snOPYdb	Drosophila_melanogaster300179	Psi18S-841a	sequence	LN809722	
snOPYdb	Drosophila_melanogaster300180	Me28S-A2589b	sequence	LN809603	
snOPYdb	Drosophila_melanogaster300181	Psi28S-3378	sequence	LN809779	
snOPYdb	Drosophila_melanogaster300182	Psi28S-3316c	sequence	LN809772	
snOPYdb	Drosophila_melanogaster300183	Psi18S-841b	sequence	LN809723	
snOPYdb	Drosophila_melanogaster300184	Psi28S-3316d	sequence	LN809773	
snOPYdb	Drosophila_melanogaster300185	Psi18S-841c	sequence	LN809724	
snOPYdb	Drosophila_melanogaster300186	Psi28S-3316e	sequence	LN809774	
snOPYdb	Drosophila_melanogaster300187	Psi18S-841d	sequence	LN809725	
snOPYdb	Drosophila_melanogaster300188	Me28S-A2589c	sequence	LN809604	
snOPYdb	Drosophila_melanogaster300189	Psi18S-1389a	sequence	LN809695	
snOPYdb	Drosophila_melanogaster300190	Psi18S-1389b	sequence	LN809696	
snOPYdb	Drosophila_melanogaster300191	Me28S-G2596	sequence	LN809637	
