HG780872	Carso_ruddi_HteHT
HG788032	Enter_faeca_CNRZ16
HG788033	Enter_faeca_CNRZ16
HG788034	Enter_faeca_CNRZ16
HG788035	Enter_faeca_CNRZ16
HG788036	Enter_faeca_CNRZ16
HG788037	Enter_faeca_CNRZ16
HG788038	Enter_faeca_CNRZ16
HG788039	Enter_faeca_CNRZ16
HG788040	Enter_faeca_CNRZ16
HG788041	Enter_faeca_CNRZ16
HG788042	Enter_faeca_CNRZ16
HG788043	Enter_faeca_CNRZ16
HG788044	Enter_faeca_CNRZ16
HG788045	Enter_faeca_CNRZ16
HG788046	Enter_faeca_CNRZ16
HG788047	Enter_faeca_CNRZ16
HG788048	Enter_faeca_CNRZ16
HG788049	Enter_faeca_CNRZ16
HG788050	Enter_faeca_CNRZ16
HG788051	Enter_faeca_CNRZ16
HG788052	Enter_faeca_CNRZ16
HG788053	Enter_faeca_CNRZ16
HG788054	Enter_faeca_V583
HG788055	Enter_faeca_V583
HG788056	Enter_faeca_V583
HG788057	Enter_faeca_V583
HG788058	Enter_faeca_V583
HG788059	Enter_faeca_V583
HG788060	Enter_faeca_V583
HG788061	Enter_faeca_V583
HG788062	Enter_faeca_V583
HG788063	Enter_faeca_V583
HG788064	Enter_faeca_V583
HG788065	Enter_faeca_V583
HG788066	Enter_faeca_V583
HG788067	Enter_faeca_V583
HG788068	Enter_faeca_V583
HG788069	Enter_faeca_V583
HG788070	Enter_faeca_V583
HG788071	Enter_faeca_V583
HG788072	Enter_faeca_V583
HG788073	Enter_faeca_V583
HG788074	Enter_faeca_V583
HG788075	Enter_faeca_V583
HG788076	Enter_faeca_V583
HG788077	Enter_faeca_V583
HG788078	Enter_faeca_V583
HG788079	Enter_faeca_V583
HG788080	Enter_faeca_V583
HG788081	Enter_faeca_V583
HG788082	Enter_faeca_V583
HG788083	Enter_faeca_V583
HG788084	Enter_faeca_V583
HG788085	Enter_faeca_V583
HG788086	Enter_faeca_V583
HG788087	Enter_faeca_V583
HG788088	Enter_faeca_V583
HG788089	Enter_faeca_V583
HG788090	Enter_faeca_V583
HG788091	Enter_faeca_V583
HG788092	Enter_faeca_V583
HG788093	Enter_faeca_V583
HG788094	Enter_faeca_V583
HG788095	Enter_faeca_V583
HG788096	Enter_faeca_V583
HG788097	Enter_faeca_V583
HG788098	Enter_faeca_V583
HG788099	Enter_faeca_V583
HG788100	Enter_faeca_V583
HG788101	Enter_faeca_V583
HG788102	Enter_faeca_V583
HG788103	Enter_faeca_V583
HG788104	Enter_faeca_V583
HG788105	Enter_faeca_V583
HG788106	Enter_faeca_V583
HG788107	Enter_faeca_V583
HG788108	Enter_faeca_V583
HG788109	Enter_faeca_V583
HG788110	Enter_faeca_V583
HG788111	Enter_faeca_V583
HG788112	Enter_faeca_V583
HG788113	Enter_faeca_V583
HG788114	Enter_faeca_V583
HG788115	Enter_faeca_V583
HG788116	Enter_faeca_V583
HG788117	Enter_faeca_V583
HG788118	Enter_faeca_V583
HG788119	Enter_faeca_V583
HG788120	Enter_faeca_V583
HG788121	Enter_faeca_V583
HG788122	Enter_faeca_V583
HG788123	Enter_faeca_V583
HG788124	Enter_faeca_V583
HG788125	Enter_faeca_V583
HG788126	Enter_faeca_V583
HG788127	Enter_faeca_V583
HG788128	Enter_faeca_V583
HG788129	Enter_faeca_V583
HG788130	Enter_faeca_V583
HG788131	Enter_faeca_V583
HG788132	Enter_faeca_V583
HG788133	Enter_faeca_V583
HG788134	Enter_faeca_V583
HG788135	Enter_faeca_V583
HG788136	Enter_faeca_V583
HG788137	Enter_faeca_V583
HG788138	Enter_faeca_V583
HG788139	Enter_faeca_V583
HG788140	Enter_faeca_V583
HG788141	Enter_faeca_V583
HG788142	Enter_faeca_V583
HG788143	Enter_faeca_V583
HG788144	Enter_faeca_V583
HG788145	Enter_faeca_V583
HG788146	Enter_faeca_V583
HG788147	Enter_faeca_V583
HG788148	Enter_faeca_V583
HG788149	Enter_faeca_V583
HG788150	Enter_faeca_V583
HG788151	Enter_faeca_V583
HG788152	Enter_faeca_V583
HG788153	Enter_faeca_V583
HG788154	Enter_faeca_V583
HG788155	Enter_faeca_V583
HG788156	Enter_faeca_V583
HG788157	Enter_faeca_V583
HG788158	Enter_faeca_V583
HG788159	Enter_faeca_V583
HG788160	Enter_faeca_V583
HG788161	Enter_faeca_V583
HG788162	Enter_faeca_V583
HG788163	Enter_faeca_V583
HG788164	Enter_faeca_V583
HG788165	Enter_faeca_V583
HG788166	Enter_faeca_V583
HG788167	Enter_faeca_V583
HG788168	Enter_faeca_V583
HG788169	Enter_faeca_V583
HG788170	Enter_faeca_V583
HG788171	Enter_faeca_V583
HG788172	Enter_faeca_V583
HG788173	Enter_faeca_V583
HG788174	Enter_faeca_V583
HG788175	Enter_faeca_V583
HG788176	Enter_faeca_V583
HG788177	Enter_faeca_V583
HG788178	Enter_faeca_V583
HG788179	Enter_faeca_V583
HG788180	Enter_faeca_V583
HG788181	Enter_faeca_V583
HG788182	Enter_faeca_V583
HG788183	Enter_faeca_V583
HG788184	Enter_faeca_V583
HG788185	Enter_faeca_V583
HG788186	Enter_faeca_V583
HG788187	Enter_faeca_V583
HG788188	Enter_faeca_V583
HG788189	Enter_faeca_V583
HG788190	Enter_faeca_V583
HG788191	Enter_faeca_V583
HG788192	Enter_faeca_V583
HG788193	Enter_faeca_V583
HG788194	Enter_faeca_V583
HG788195	Enter_faeca_V583
HG788196	Enter_faeca_V583
HG788197	Enter_faeca_V583
HG788198	Enter_faeca_V583
HG788199	Enter_faeca_V583
HG788200	Enter_faeca_V583
HG788201	Enter_faeca_V583
HG788202	Enter_faeca_V583
HG788203	Enter_faeca_V583
HG788204	Enter_faeca_V583
HG788205	Enter_faeca_V583
HG788206	Enter_faeca_V583
HG788207	Enter_faeca_V583
HG788208	Enter_faeca_V583
HG788209	Enter_faeca_V583
HG788210	Enter_faeca_V583
HG788211	Enter_faeca_V583
HG788212	Enter_faeca_V583
HG788213	Enter_faeca_V583
HG788214	Enter_faeca_V583
HG788215	Enter_faeca_V583
HG788216	Enter_faeca_V583
HG788217	Enter_faeca_V583
HG788218	Enter_faeca_V583
HG788219	Enter_faeca_V583
HG788220	Enter_faeca_V583
HG788221	Enter_faeca_V583
HG788222	Enter_faeca_V583
HG788223	Enter_faeca_V583
HG788224	Enter_faeca_V583
HG788225	Enter_faeca_V583
HG788226	Enter_faeca_V583
HG788227	Enter_faeca_V583
HG788228	Enter_faeca_V583
HG788229	Enter_faeca_V583
HG788230	Enter_faeca_V583
HG788231	Enter_faeca_V583
HG788232	Enter_faeca_V583
HG788233	Enter_faeca_V583
HG788234	Enter_faeca_V583
HG788235	Enter_faeca_V583
HG788236	Enter_faeca_V583
HG788237	Enter_faeca_V583
HG788238	Enter_faeca_V583
HG788239	Enter_faeca_V583
HG788240	Enter_faeca_V583
HG788241	Enter_faeca_V583
HG788242	Enter_faeca_V583
HG788243	Enter_faeca_V583
HG788244	Enter_faeca_V583
HG788245	Enter_faeca_V583
HG788246	Enter_faeca_V583
HG788247	Enter_faeca_V583
HG788248	Enter_faeca_V583
HG788249	Enter_faeca_V583
HG788250	Enter_faeca_V583
HG788251	Enter_faeca_V583
HG788252	Enter_faeca_V583
HG788253	Enter_faeca_V583
HG788254	Enter_faeca_V583
HG788255	Enter_faeca_V583
HG788256	Enter_faeca_V583
HG788257	Enter_faeca_V583
HG788258	Enter_faeca_V583
HG788259	Enter_faeca_V583
HG788260	Enter_faeca_V583
HG788261	Enter_faeca_V583
HG788262	Enter_faeca_V583
HG788263	Enter_faeca_V583
HG788264	Enter_faeca_V583
HG788265	Enter_faeca_V583
HG788266	Enter_faeca_V583
HG788267	Enter_faeca_V583
HG788268	Enter_faeca_V583
HG788269	Enter_faeca_V583
HG788270	Enter_faeca_V583
HG788271	Enter_faeca_V583
HG788272	Enter_faeca_V583
HG788273	Enter_faeca_V583
HG788274	Enter_faeca_V583
HG788275	Enter_faeca_V583
HG788276	Enter_faeca_V583
HG788277	Enter_faeca_V583
HG788278	Enter_faeca_V583
HG788279	Enter_faeca_V583
HG788280	Enter_faeca_V583
HG788281	Enter_faeca_V583
HG788282	Enter_faeca_V583
HG788283	Enter_faeca_V583
HG788284	Enter_faeca_V583
HG788285	Enter_faeca_V583
HG788286	Enter_faeca_V583
HG788287	Enter_faeca_V583
HG788288	Enter_faeca_V583
HG788289	Enter_faeca_V583
HG788290	Enter_faeca_V583
HG788291	Enter_faeca_V583
HG788292	Enter_faeca_V583
HG788293	Enter_faeca_V583
HG788294	Enter_faeca_V583
HG788295	Enter_faeca_V583
HG788296	Enter_faeca_V583
HG788297	Enter_faeca_V583
HG788298	Enter_faeca_V583
HG788299	Enter_faeca_V583
HG788300	Enter_faeca_V583
HG788301	Enter_faeca_V583
HG788302	Enter_faeca_V583
HG788303	Enter_faeca_V583
HG788304	Enter_faeca_V583
HG788305	Enter_faeca_V583
HG788306	Enter_faeca_V583
HG788307	Enter_faeca_V583
HG788308	Enter_faeca_V583
HG788309	Enter_faeca_V583
HG788310	Enter_faeca_V583
HG788311	Enter_faeca_V583
HG788312	Enter_faeca_V583
HG788313	Enter_faeca_V583
HG788314	Enter_faeca_V583
HG788315	Enter_faeca_V583
HG788316	Enter_faeca_V583
HG788317	Enter_faeca_V583
HG788318	Enter_faeca_V583
HG788319	Enter_faeca_V583
HG788320	Enter_faeca_V583
HG788321	Enter_faeca_V583
HG788322	Enter_faeca_V583
HG788323	Enter_faeca_V583
HG788324	Enter_faeca_V583
HG788325	Enter_faeca_V583
HG788326	Enter_faeca_V583
HG788327	Enter_faeca_V583
HG788328	Melis_pluto_35311
HG788329	Melis_pluto_35311
HG788330	Lacto_lacti_MG1363
HG788331	Lacto_lacti_MG1363
HG788332	Lacto_lacti_MG1363
HG788333	Lacto_lacti_MG1363
HG788334	Lacto_lacti_MG1363
HG788335	Lacto_lacti_MG1363
HG788336	Lacto_lacti_MG1363
HG788337	Lacto_lacti_MG1363
HG788338	Lacto_lacti_NCD211
HG788339	Lacto_lacti_NCD211
HG788340	Lacto_lacti_NCD211
HG788341	Lacto_lacti_NCD211
HG788342	Lacto_lacti_NCD211
HG788343	Lacto_lacti_NCD211
HG788344	Lacto_lacti_NCD211
HG788345	Lacto_lacti_NCD211
HG788346	Lacto_lacti_Il1403
HG788347	Lacto_lacti_Il1403
HG788348	Lacto_lacti_Il1403
HG788349	Lacto_garvi_CNRZ13
HG788350	Lacto_garvi_CNRZ13
HG788351	Lacto_garvi_CNRZ13
HG788352	Lacto_garvi_CNRZ13
HG788353	Lacto_garvi_CNRZ13
HG788354	Lacto_garvi_CNRZ13
HG788355	Lacto_garvi_CNRZ13
HG788356	Lacto_garvi_CNRZ13
HG788357	Lacto_garvi_CNRZ13
HG788358	Lacto_garvi_CNRZ13
HG788359	Macro_caseo_JCSC54
HG788360	Carno_malta_35586
HG788361	Carno_malta_35586
HG788362	Syntr_acidi_SB
HG788363	Porti_aleyr_BTBHRs
HG788364	Porti_aleyr_BTBHRs
HG788365	Porti_aleyr_BTQVLC
HG788366	Porti_aleyr_BTQVLC
HG788367	Syntr_glyco_8271
HG788368	Meiot_ruber_1279
HG788369	Meiot_ruber_1279
HG788370	Meiot_ruber_1279
HG788371	Meiot_ruber_1279
HG788372	Amphi_xylan_NBR151
HG788373	Brevi_brevi_NBR100
HG788374	Verru_spino_4136
HG788375	Diche_nodos_A198
HG788376	Diche_nodos_A198
HG788377	Diche_nodos_A198
HG788378	Diche_nodos_A198
HG788379	Diche_nodos_A198
HG788380	Diche_nodos_A198
HG788381	Diche_nodos_A198
HG788382	Diche_nodos_A198
HG788383	Diche_nodos_A198
HG788384	Diche_nodos_A198
HG788385	Paeni_sp_JDR2
HG788386	Paeni_terra_HPL003
HG788387	Paeni_polym_SC2
HG788388	Paeni_polym_SC2
HG788389	Paeni_polym_E681
HG788390	Staph_aureu_M013
HG788391	Staph_aureu_M013
HG788392	Staph_aureu_RF122
HG788393	Staph_aureu_RF122
HG788394	Staph_aureu_RF122
HG788395	Staph_aureu_RF122
HG788396	Staph_aureu_RF122
HG788397	Staph_aureu_RF122
HG788398	Staph_aureu_RF122
HG788399	Therm_ocean_16646
HG788400	Tepid_aceta_Re1
HG788401	Tepid_aceta_Re1
HG788402	Desul_orien_765.1
HG788403	Desul_acidi_SJ4.1
HG788404	Desul_hafni_Y51
HG788405	Desul_hafni_Y51
HG788406	Desul_hafni_Y51
HG788407	Desul_hafni_Y51
HG788408	Desul_hafni_Y51
HG788409	Desul_hafni_Y51
HG788410	Desul_dehal_51507
HG788411	Desul_merid_13257.1
HG788412	Dehal_sp_DCA
HG788413	Dehal_sp_DCA
HG788414	Desul_orien_765.2
HG788415	Desul_merid_13257.2
HG788416	Desul_acidi_SJ4.2
HG788417	Alicy_acido_446
HG788418	Alicy_acido_Tc41
HG788419	Clost_beije_NCI805
HG788420	Clost_botul_E3Ala
HG788421	Clost_botul_E3Ala
HG788422	Clost_botul_BEkl
HG788423	Clost_perfr_13
HG788424	Clost_perfr_13
HG788425	Clost_perfr_13
HG788426	Clost_perfr_13
HG788427	Clost_perfr_13
HG788428	Clost_perfr_13
HG788429	Clost_perfr_13124
HG788430	Clost_perfr_13124
HG788431	Clost_perfr_13124
HG788432	Clost_perfr_13124
HG788433	Clost_perfr_13124
HG788434	Clost_perfr_13124
HG788435	Staph_haemo_JCSC14
HG788436	Staph_sapro_15305
HG788437	Paeni_larva_BRL230
HG788438	Paeni_sp_Y412MC
HG788439	Therm_therm_SG05JP
HG788440	Therm_therm_SG05JP
HG788441	Therm_therm_JL18
HG788442	Therm_therm_HB8.1
HG788443	Therm_therm_HB8.1
HG788444	Therm_therm_HB8.1
HG788445	Therm_therm_HB8.1
HG788446	Therm_therm_HB8.1
HG788447	Therm_therm_HB8.2
HG788448	Therm_therm_HB8.2
HG788449	Therm_therm_HB8.2
HG788450	Therm_therm_HB8.2
HG788451	Cloac_acida_Evry
HG788452	Flexi_sinus_4947
HG788453	Ignav_album_JCM165
HG788454	Therm_scoto_SA01
HG788455	Therm_scoto_SA01
HG788456	Therm_scoto_SA01
HG788457	Therm_oshim_JL2
HG788458	Therm_sp_CCBUS3
HG788459	Therm_ammon_HB1
HG788460	Psnoc_dioxa_CB1190
HG788461	Sacch_eryth_NRR233
HG788462	Sacch_eryth_NRR233
HG788463	Sacch_virid_43017
HG788464	Kribb_flavi_17836
HG788465	Amyco_medit_U32
HG788466	Amyco_medit_U32
HG788467	Amyco_medit_U32
HG788468	Actin_mirum_43827
HG788469	Magne_marin_MC1
HG788470	Xanth_axono_F1
HG788471	Geode_obscu_43160
HG788472	Blast_saxob_DD2
HG788473	Elusi_minut_Pei191
HG788474	Pelob_carbi_2380
HG788475	Acido_cellu_11B
HG788476	Halot_neapo_c2
HG788477	Nitra_sp_SB1552
HG788478	Marin_medit_MMB1
HG788479	Deino_geoth_11300
HG788480	Deino_geoth_11300
HG788481	Deino_radio_R1
HG788482	Deino_radio_R1
HG788483	Deino_radio_R1
HG788484	Deino_radio_R1
HG788485	Deino_radio_R1
HG788486	Deino_radio_R1
HG788487	Deino_radio_R1
HG788488	Deino_radio_R1
HG788489	Deino_gobie_I0
HG788490	Deino_deser_VCD115
HG788491	Frank_sp_CcI3
HG788492	Frank_sp_EAN1pe
HG788493	Frank_sp_EuI1c
HG788494	Frank_Dgl
HG788495	Dyado_ferme_18053
HG788496	Dyado_ferme_18053
HG788497	Cyclo_sp_P1
HG788498	Atopo_parvu_20469
HG788499	Gemma_auran_T27
HG788500	Therm_bispo_43833
HG788501	Therm_curva_43183
HG788502	Olsen_uli_7084
HG788503	Desul_therm_11699
HG788504	Micro_auran_27029
HG788505	Micro_auran_27029
HG788506	Actin_sp_SE5011
HG788507	Actin_misso_431
HG788508	Salin_areni_CNS205
HG788509	Salin_areni_CNS205
HG788510	Salin_areni_CNS205
HG788511	Salin_areni_CNS205
HG788512	Salin_areni_CNS205
HG788513	Salin_areni_CNS205
HG788514	Salin_areni_CNS205
HG788515	Salin_areni_CNS205
HG788516	Salin_areni_CNS205
HG788517	Salin_areni_CNS205
HG788518	Salin_areni_CNS205
HG788519	Salin_areni_CNS205
HG788520	Salin_areni_CNS205
HG788521	Salin_areni_CNS205
HG788522	Salin_areni_CNS205
HG788523	Salin_areni_CNS205
HG788524	Salin_areni_CNS205
HG788525	Salin_areni_CNS205
HG788526	Salin_areni_CNS205
HG788527	Salin_areni_CNS205
HG788528	Salin_areni_CNS205
HG788529	Salin_areni_CNS205
HG788530	Salin_areni_CNS205
HG788531	Salin_areni_CNS205
HG788532	Salin_areni_CNS205
HG788533	Salin_areni_CNS205
HG788534	Salin_areni_CNS205
HG788535	Salin_areni_CNS205
HG788536	Salin_areni_CNS205
HG788537	Salin_areni_CNS205
HG788538	Salin_areni_CNS205
HG788539	Salin_areni_CNS205
HG788540	Salin_areni_CNS205
HG788541	Salin_areni_CNS205
HG788542	Salin_areni_CNS205
HG788543	Salin_areni_CNS205
HG788544	Salin_areni_CNS205
HG788545	Salin_areni_CNS205
HG788546	Salin_areni_CNS205
HG788547	Salin_areni_CNS205
HG788548	Salin_areni_CNS205
HG788549	Salin_areni_CNS205
HG788550	Salin_areni_CNS205
HG788551	Salin_areni_CNS205
HG788552	Salin_areni_CNS205
HG788553	Salin_areni_CNS205
HG788554	Verru_maris_AB1803
HG788555	Salin_tropi_CNB440
HG788556	Salin_tropi_CNB440
HG788557	Salin_tropi_CNB440
HG788558	Salin_tropi_CNB440
HG788559	Salin_tropi_CNB440
HG788560	Strep_roseu_43021
HG788561	Campy_fetus_23D
HG788562	Campy_fetus_23D
HG788563	Campy_fetus_23D
HG788564	Campy_fetus_23D
HG788565	Campy_fetus_23D
HG788566	Campy_fetus_23D
HG788567	Campy_homin_BAA381
HG788568	Anaer_prevo_20548
HG788569	Arthr_chlor_A6.2
HG788570	uncul_Termi_RsD17
HG788571	Melio_roseu_P3M2
HG788572	Nakam_multi_44233
HG788573	Beute_caver_12333
HG788574	Mobil_curti_43063
HG788575	Cellu_flavi_20109
HG788576	Cellu_fimi_484
HG788577	Cellv_gilvu_13127
HG788578	Intra_calvu_43043
HG788579	Sangu_keddi_10542
HG788580	Propi_freud_CIRMBI
HG788581	Therm_fusca_YX
HG788582	Frank_alni_ACN14a
HG788583	Nocar_dasso_43111
HG788584	Nocar_alba_BAA216
HG788585	Micro_phosp_NM1
HG788586	Trepo_primi_ZAS2
HG788587	Trepo_azoto_ZAS9
HG788588	Trepo_calda_7334
HG788589	Xylel_fasti_9a5c
HG788590	Xylel_fasti_Ann1
HG788591	Xylel_fasti_Temecu
HG788592	Xylel_fasti_Temecu
HG788593	Xylel_fasti_Temecu
HG788594	Xylel_fasti_Temecu
HG788595	Xylel_fasti_Dixon
HG788596	Xylel_fasti_Dixon
HG788597	Xylel_fasti_Dixon
HG788598	Xylel_fasti_M12
HG788599	Psxan_spadi_BDa59
HG788600	Clost_lento_5427
HG788601	Xanth_campe_33913
HG788602	Xanth_campe_33913
HG788603	Xanth_campe_33913
HG788604	Xanth_campe_33913
HG788605	Xanth_campe_33913
HG788606	Xanth_campe_33913
HG788607	Xanth_campe_33913
HG788608	Xanth_campe_33913
HG788609	Xanth_campe_33913
HG788610	Xanth_campe_33913
HG788611	Xanth_campe_33913
HG788612	Xanth_campe_33913
HG788613	Xanth_campe_33913
HG788614	Xanth_campe_33913
HG788615	Xanth_campe_33913
HG788616	Xanth_campe_33913
HG788617	Xanth_campe_33913
HG788618	Xanth_campe_33913
HG788619	Xanth_campe_33913
HG788620	Xanth_campe_33913
HG788621	Xanth_campe_33913
HG788622	Xanth_campe_33913
HG788623	Xanth_campe_33913
HG788624	Xanth_campe_33913
HG788625	Xanth_campe_33913
HG788626	Xanth_campe_33913
HG788627	Xanth_campe_33913
HG788628	Xanth_campe_33913
HG788629	Xanth_campe_33913
HG788630	Xanth_campe_8510
HG788631	Xanth_axono_306
HG788632	Xanth_axono_306
HG788633	Xanth_axono_306
HG788634	Xanth_axono_306
HG788635	Xanth_axono_306
HG788636	Xanth_axono_306
HG788637	Xanth_axono_306
HG788638	Xanth_axono_306
HG788639	Xanth_axono_306
HG788640	Xanth_axono_306
HG788641	Xanth_axono_306
HG788642	Xanth_axono_306
HG788643	Xanth_axono_306
HG788644	Xanth_axono_306
HG788645	Xanth_axono_306
HG788646	Xanth_axono_306
HG788647	Xanth_axono_306
HG788648	Xanth_axono_306
HG788649	Xanth_axono_306
HG788650	Xanth_axono_306
HG788651	Xanth_axono_306
HG788652	Xanth_axono_306
HG788653	Xanth_axono_306
HG788654	Xanth_axono_306
HG788655	Xanth_axono_306
HG788656	Xanth_axono_306
HG788657	Xanth_axono_306
HG788658	Xanth_axono_306
HG788659	Xanth_axono_306
HG788660	Xanth_axono_306
HG788661	Xanth_axono_306
HG788662	Xanth_axono_306
HG788663	Xanth_axono_306
HG788664	Xanth_axono_306
HG788665	Xanth_axono_306
HG788666	Xanth_axono_306
HG788667	Xanth_axono_306
HG788668	Xanth_axono_306
HG788669	Xanth_axono_306
HG788670	Xanth_axono_306
HG788671	Xanth_axono_306
HG788672	Xanth_axono_306
HG788673	Xanth_axono_306
HG788674	Xanth_axono_306
HG788675	Xanth_axono_306
HG788676	Xanth_axono_306
HG788677	Xanth_axono_306
HG788678	Xanth_axono_306
HG788679	Xanth_axono_306
HG788680	Xanth_axono_306
HG788681	Xanth_axono_306
HG788682	Xanth_axono_306
HG788683	Xanth_axono_306
HG788684	Xanth_axono_306
HG788685	Xanth_axono_306
HG788686	Xanth_axono_306
HG788687	Xanth_axono_306
HG788688	Xanth_axono_306
HG788689	Xanth_axono_306
HG788690	Xanth_axono_306
HG788691	Xanth_axono_306
HG788692	Xanth_axono_306
HG788693	Xanth_axono_306
HG788694	Xanth_axono_306
HG788695	Xanth_axono_306
HG788696	Xanth_axono_306
HG788697	Xanth_axono_306
HG788698	Xanth_axono_306
HG788699	Xanth_axono_306
HG788700	Xanth_axono_306
HG788701	Xanth_axono_306
HG788702	Xanth_axono_306
HG788703	Xanth_axono_306
HG788704	Xanth_axono_306
HG788705	Xanth_axono_306
HG788706	Xanth_oryza_MAF311
HG788707	Xanth_oryza_KAC103
HG788708	Xanth_oryza_KAC103
HG788709	Xanth_oryza_KAC103
HG788710	Xanth_oryza_KAC103
HG788711	Xanth_oryza_KAC103
HG788712	Xanth_albil_GPEPC7
HG788713	Steno_malto_R5513
HG788714	Steno_malto_R5513
HG788715	Steno_malto_R5513
HG788716	Steno_malto_R5513
HG788717	Steno_malto_D457
HG788718	Steno_malto_K279a
HG788719	Steno_malto_K279a
HG788720	Steno_malto_K279a
HG788721	Steno_malto_K279a
HG788722	Steno_malto_K279a
HG788723	Steno_malto_JV3
HG788724	Steno_malto_JV3
HG788725	Alist_fineg_17242
HG788726	Alist_fineg_17242
HG788727	Bacte_marin_SJ
HG788728	Deino_prote_MRP
HG788729	Fibro_succi_S85
HG788730	Fibro_succi_S85
HG788731	Pelob_propi_2379
HG788732	Geoba_sp_M21
HG788733	Geoba_sp_M18
HG788734	Geoba_dalto_FRC32
HG788735	Geoba_bemid_Bem
HG788736	Geoba_urani_Rf4
HG788737	Chlam_trach_434Bu
HG788738	Chlam_trach_434Bu
HG788739	Chlam_trach_434Bu
HG788740	Chlam_trach_434Bu
HG788741	Chlam_trach_434Bu
HG788742	Chlam_trach_434Bu
HG788743	Chlam_trach_434Bu
HG788744	Chlam_trach_434Bu
HG788745	Chlam_trach_434Bu
HG788746	Chlam_trach_434Bu
HG788747	Chlam_trach_434Bu
HG788748	Chlam_trach_434Bu
HG788749	Chlam_trach_434Bu
HG788750	Chlam_trach_434Bu
HG788751	Chlam_trach_434Bu
HG788752	Chlam_trach_434Bu
HG788753	Chlam_trach_434Bu
HG788754	Chlam_trach_434Bu
HG788755	Chlam_trach_434Bu
HG788756	Chlam_trach_434Bu
HG788757	Chlam_trach_434Bu
HG788758	Chlam_trach_434Bu
HG788759	Chlam_trach_434Bu
HG788760	Chlam_trach_434Bu
HG788761	Chlam_trach_434Bu
HG788762	Chlam_trach_434Bu
HG788763	Chlam_trach_Ds2923
HG788764	Chlam_trach_Ds2923
HG788765	Chlam_trach_Ds2923
HG788766	Chlam_trach_Ds2923
HG788767	Chlam_trach_Ds2923
HG788768	Chlam_trach_Ds2923
HG788769	Chlam_trach_Ds2923
HG788770	Chlam_trach_Ds2923
HG788771	Chlam_trach_Ds2923
HG788772	Chlam_trach_Ds2923
HG788773	Chlam_trach_Ds2923
HG788774	Chlam_trach_AHAR13
HG788775	Chlam_trach_AHAR13
HG788776	Chlam_trach_AHAR13
HG788777	Chlam_trach_AHAR13
HG788778	Chlam_trach_AHAR13
HG788779	Chlam_trach_AHAR13
HG788780	Chlam_trach_AHAR13
HG788781	Chlam_trach_BJali2
HG788782	Chlam_trach_DUW3CX
HG788783	Chlam_trach_DUW3CX
HG788784	Chlam_trach_DUW3CX
HG788785	Chlam_trach_DUW3CX
HG788786	Chlam_trach_DUW3CX
HG788787	Chlam_trach_DUW3CX
HG788788	Chlam_trach_DUW3CX
HG788789	Chlam_trach_DUW3CX
HG788790	Chlam_trach_DUW3CX
HG788791	Chlam_trach_DUW3CX
HG788792	Chlam_trach_DUW3CX
HG788793	Chlam_trach_DUW3CX
HG788794	Chlam_trach_DUW3CX
HG788795	Chlam_trach_DUW3CX
HG788796	Chlam_trach_DUW3CX
HG788797	Chlam_trach_DUW3CX
HG788798	Chlam_trach_DUW3CX
HG788799	Chlam_trach_DUW3CX
HG788800	Chlam_trach_DUW3CX
HG788801	Chlam_trach_DUW3CX
HG788802	Chlam_murid_Nigg
HG788803	Chlam_murid_Nigg
HG788804	Chlam_murid_Nigg
HG788805	Chlam_murid_Nigg
HG788806	Mycop_mobil_163K
HG788807	Mycop_arthr_158L31
HG788808	Mycop_ferme_PG18
HG788809	Mycop_ferme_PG18
HG788810	Mycop_ferme_JER
HG788811	Lacto_casei_Zhang
HG788812	Lacto_casei_Zhang
HG788813	Lacto_casei_Zhang
HG788814	Lacto_casei_BL23
HG788815	Lacto_casei_BL23
HG788816	Lacto_casei_BL23
HG788817	Lacto_casei_BL23
HG788818	Lacto_casei_BL23
HG788819	Lacto_casei_BL23
HG788820	Lacto_casei_BL23
HG788821	Lacto_casei_BL23
HG788822	Lacto_casei_BL23
HG788823	Lacto_casei_BL23
HG788824	Lacto_casei_BL23
HG788825	Lacto_casei_BL23
HG788826	Lacto_casei_BL23
HG788827	Lacto_casei_BL23
HG788828	Lacto_casei_BL23
HG788829	Lacto_casei_BL23
HG788830	Lacto_casei_BL23
HG788831	Lacto_casei_BL23
HG788832	Lacto_casei_BL23
HG788833	Lacto_casei_BL23
HG788834	Lacto_casei_BL23
HG788835	Lacto_casei_BL23
HG788836	Lacto_casei_334
HG788837	Lacto_rhamn_HN001
HG788838	Lacto_rhamn_HN001
HG788839	Lacto_rhamn_HN001
HG788840	Lacto_rhamn_HN001
HG788841	Lacto_rhamn_HN001
HG788842	Lacto_rhamn_HN001
HG788843	Lacto_rhamn_HN001
HG788844	Lacto_rhamn_HN001
HG788845	Lacto_rhamn_HN001
HG788846	Lacto_rhamn_HN001
HG788847	Lacto_rhamn_HN001
HG788848	Therm_poten_JR
HG788849	Spiro_therm_6192
HG788850	Spiro_therm_6578
HG788851	Geoba_metal_GS15
HG788852	Geoba_metal_GS15
HG788853	Geoba_sulfu_PCA
HG788854	Geoba_sulfu_PCA
HG788855	Geoba_sulfu_PCA
HG788856	Acidi_ferro_10331
HG788857	Spiro_afric_8902
HG788858	Oscil_valer_Sjm182
HG788859	Mycop_hyorh_MCLD
HG788860	Mycop_hyorh_MCLD
HG788861	Mycop_hyorh_HUB1
HG788862	Mycop_conju_HRC581
