HG790695	Bruce_melit_16M	HG790694
HG790696	Bruce_melit_16M	HG790697
HG790697	Bruce_melit_16M	HG790696
HG790698	Bruce_melit_16M	HG790699
HG790699	Bruce_melit_16M	HG790698
HG790700	Bruce_melit_16M	HG790701
HG790701	Bruce_melit_16M	HG790700
HG790702	Bruce_melit_16M	HG790703
HG790703	Bruce_melit_16M	HG790702
HG790704	Bruce_melit_16M	HG790705
HG790705	Bruce_melit_16M	HG790704
HG790706	Bruce_melit_16M	HG790707
HG790707	Bruce_melit_16M	HG790706
HG790708	Bruce_melit_16M	HG790709
HG790709	Bruce_melit_16M	HG790708
HG790710	Bruce_melit_16M	HG790711
HG790711	Bruce_melit_16M	HG790710
HG790712	Bruce_melit_16M	HG790713
HG790713	Bruce_melit_16M	HG790712
HG790714	Bruce_melit_16M	HG790715
HG790715	Bruce_melit_16M	HG790714
HG790716	Bruce_melit_16M	HG790717
HG790717	Bruce_melit_16M	HG790716
HG790718	Bruce_melit_16M	HG790719
HG790719	Bruce_melit_16M	HG790718
HG790720	Bruce_melit_16M	HG790721
HG790721	Bruce_melit_16M	HG790720
HG790722	Bruce_melit_16M	HG790723
HG790723	Bruce_melit_16M	HG790722
HG790724	Bruce_melit_16M	HG790725
HG790725	Bruce_melit_16M	HG790724
HG790726	Bruce_melit_16M	HG790727
HG790727	Bruce_melit_16M	HG790726
HG790728	Bruce_melit_16M	HG790729
HG790729	Bruce_melit_16M	HG790728
HG790730	Bruce_melit_16M	HG790731
HG790731	Bruce_melit_16M	HG790730
HG790732	Bruce_melit_16M	HG790733
HG790733	Bruce_melit_16M	HG790732
HG790734	Bruce_melit_16M	HG790735
HG790735	Bruce_melit_16M	HG790734
HG790736	Bruce_melit_16M	HG790737
HG790737	Bruce_melit_16M	HG790736
HG790738	Bruce_melit_16M	HG790739
HG790739	Bruce_melit_16M	HG790738
HG790740	Bruce_melit_16M	HG790741
HG790741	Bruce_melit_16M	HG790740
HG790742	Bruce_melit_16M	HG790743
HG790743	Bruce_melit_16M	HG790742
HG790744	Bruce_melit_16M	HG790745
HG790745	Bruce_melit_16M	HG790744
HG790746	Bruce_melit_16M	HG790747
HG790747	Bruce_melit_16M	HG790746
HG790748	Bruce_melit_16M	HG790749
HG790749	Bruce_melit_16M	HG790748
HG790750	Bruce_melit_16M	HG790751
HG790751	Bruce_melit_16M	HG790750
HG790752	Bruce_melit_16M	HG790753
HG790753	Bruce_melit_16M	HG790752
HG790754	Bruce_melit_16M	HG790755
HG790755	Bruce_melit_16M	HG790754
HG790756	Bruce_melit_16M	HG790757
HG790757	Bruce_melit_16M	HG790756
HG790758	Bruce_melit_16M	HG790759
HG790759	Bruce_melit_16M	HG790758
HG790760	Bruce_melit_16M	HG790761
HG790761	Bruce_melit_16M	HG790760
HG790762	Bruce_melit_16M	HG790763
HG790763	Bruce_melit_16M	HG790762
HG790764	Bruce_melit_16M	HG790765
HG790765	Bruce_melit_16M	HG790764
HG790766	Bruce_melit_16M	HG790767
HG790767	Bruce_melit_16M	HG790766
HG790768	Bruce_melit_16M	HG790769
HG790769	Bruce_melit_16M	HG790768
HG790770	Bruce_melit_16M	HG790771
HG790771	Bruce_melit_16M	HG790770
HG790772	Bruce_melit_16M	HG790773
HG790773	Bruce_melit_16M	HG790772
HG790774	Bruce_melit_16M	HG790775
HG790775	Bruce_melit_16M	HG790774
HG790776	Bruce_melit_16M	HG790777
HG790777	Bruce_melit_16M	HG790776
HG790778	Bruce_melit_16M	HG790779
HG790779	Bruce_melit_16M	HG790778
HG790780	Bruce_melit_16M	HG790781
HG790781	Bruce_melit_16M	HG790780
HG790782	Bruce_melit_16M	HG790783
HG790783	Bruce_melit_16M	HG790782
HG790784	Bruce_melit_16M	HG790785
HG790785	Bruce_melit_16M	HG790784
HG790786	Bruce_melit_16M	HG790787
HG790787	Bruce_melit_16M	HG790786
HG790788	Bruce_melit_16M	HG790789
HG790789	Bruce_melit_16M	HG790788
HG790790	Bruce_melit_16M	HG790791
HG790791	Bruce_melit_16M	HG790790
HG790792	Bruce_melit_16M	HG790793
HG790793	Bruce_melit_16M	HG790792
HG790794	Bruce_melit_16M	HG790795
HG790795	Bruce_melit_16M	HG790794
HG790796	Bruce_melit_16M	HG790797
HG790797	Bruce_melit_16M	HG790796
HG790798	Bruce_melit_16M	HG790799
HG790799	Bruce_melit_16M	HG790798
HG790800	Bruce_melit_16M	HG790801
HG790801	Bruce_melit_16M	HG790800
HG790802	Bruce_melit_16M	HG790803
HG790803	Bruce_melit_16M	HG790802
HG790804	Bruce_melit_16M	HG790805
HG790805	Bruce_melit_16M	HG790804
HG790806	Bruce_melit_16M	HG790807
HG790807	Bruce_melit_16M	HG790806
HG790808	Bruce_melit_16M	HG790809
HG790809	Bruce_melit_16M	HG790808
HG790810	Bruce_melit_16M	HG790811
HG790811	Bruce_melit_16M	HG790810
HG790812	Bruce_melit_16M	HG790813
HG790813	Bruce_melit_16M	HG790812
HG790814	Bruce_melit_16M	HG790815
HG790815	Bruce_melit_16M	HG790814
HG790816	Bruce_melit_16M	HG790817
HG790817	Bruce_melit_16M	HG790816
HG790818	Bruce_melit_16M	HG790819
HG790819	Bruce_melit_16M	HG790818
HG790820	Bruce_melit_16M	HG790821
HG790821	Bruce_melit_16M	HG790820
HG790822	Bruce_melit_16M	HG790823
HG790823	Bruce_melit_16M	HG790822
HG790824	Bruce_melit_16M	HG790825
HG790825	Bruce_melit_16M	HG790824
HG790826	Bruce_melit_16M	HG790827
HG790827	Bruce_melit_16M	HG790826
HG790828	Bruce_ceti_M64493	HG790829
HG790829	Bruce_ceti_M64493	HG790828
HG790830	Bruce_ceti_M64493	HG790831
HG790831	Bruce_ceti_M64493	HG790830
HG790832	Bruce_ceti_M64493	HG790833
HG790833	Bruce_ceti_M64493	HG790832
HG790834	Bruce_ceti_M64493	HG790835
HG790835	Bruce_ceti_M64493	HG790834
HG790836	Bruce_ceti_M64493	HG790837
HG790837	Bruce_ceti_M64493	HG790836
HG790838	Bruce_ceti_M64493	HG790839
HG790839	Bruce_ceti_M64493	HG790838
HG790840	Bruce_ceti_M64493	HG790841
HG790841	Bruce_ceti_M64493	HG790840
HG790842	Bruce_ceti_M64493	HG790843
HG790843	Bruce_ceti_M64493	HG790842
HG790844	Bruce_ceti_M64493	HG790845
HG790845	Bruce_ceti_M64493	HG790844
HG790846	Bruce_ceti_M64493	HG790847
HG790847	Bruce_ceti_M64493	HG790846
HG790848	Bruce_ceti_M64493	HG790849
HG790849	Bruce_ceti_M64493	HG790848
HG790850	Bruce_ceti_M64493	HG790851
HG790851	Bruce_ceti_M64493	HG790850
HG790852	Bruce_ceti_M64493	HG790853
HG790853	Bruce_ceti_M64493	HG790852
HG790854	Bruce_ceti_M64493	HG790855
HG790855	Bruce_ceti_M64493	HG790854
HG790856	Bruce_ceti_M64493	HG790857
HG790857	Bruce_ceti_M64493	HG790856
HG790858	Bruce_ceti_M64493	HG790859
HG790859	Bruce_ceti_M64493	HG790858
HG790860	Bruce_ceti_M64493	HG790861
HG790861	Bruce_ceti_M64493	HG790860
HG790862	Bruce_ceti_M64493	HG790863
HG790863	Bruce_ceti_M64493	HG790862
HG790864	Bruce_ceti_M64493	HG790865
HG790865	Bruce_ceti_M64493	HG790864
HG790866	Bruce_ceti_M64493	HG790867
HG790867	Bruce_ceti_M64493	HG790866
HG790868	Bruce_ceti_M64493	HG790869
HG790869	Bruce_ceti_M64493	HG790868
HG790870	Bruce_ceti_M64493	HG790871
HG790871	Bruce_ceti_M64493	HG790870
HG790872	Bruce_ceti_M64493	HG790873
HG790873	Bruce_ceti_M64493	HG790872
HG790874	Bruce_ceti_M64493	HG790875
HG790875	Bruce_ceti_M64493	HG790874
HG790876	Bruce_ceti_M64493	HG790877
HG790877	Bruce_ceti_M64493	HG790876
HG790878	Bruce_ceti_M64493	HG790879
HG790879	Bruce_ceti_M64493	HG790878
HG790880	Bruce_ceti_M64493	HG790881
HG790881	Bruce_ceti_M64493	HG790880
HG790882	Bruce_ceti_M64493	HG790883
HG790883	Bruce_ceti_M64493	HG790882
HG790884	Bruce_ceti_M64493	HG790885
HG790885	Bruce_ceti_M64493	HG790884
HG790886	Bruce_ceti_M64493	HG790887
HG790887	Bruce_ceti_M64493	HG790886
HG790888	Bruce_ceti_M64493	HG790889
HG790889	Bruce_ceti_M64493	HG790888
HG790890	Bruce_ceti_M64493	HG790891
HG790891	Bruce_ceti_M64493	HG790890
HG790892	Bruce_ceti_M64493	HG790893
HG790893	Bruce_ceti_M64493	HG790892
HG790894	Bruce_ceti_M64493	HG790895
HG790895	Bruce_ceti_M64493	HG790894
HG790896	Bruce_abort_9941	HG790897
HG790897	Bruce_abort_9941	HG790896
HG790898	Bruce_abort_9941	HG790899
HG790899	Bruce_abort_9941	HG790898
HG790900	Bruce_abort_9941	HG790901
HG790901	Bruce_abort_9941	HG790900
HG790902	Bruce_abort_9941	HG790903
HG790903	Bruce_abort_9941	HG790902
HG790904	Bruce_abort_9941	HG790905
HG790905	Bruce_abort_9941	HG790904
HG790906	Bruce_abort_9941	HG790907
HG790907	Bruce_abort_9941	HG790906
HG790908	Bruce_abort_9941	HG790909
HG790909	Bruce_abort_9941	HG790908
HG790910	Bruce_abort_9941	HG790911
HG790911	Bruce_abort_9941	HG790910
HG790912	Bruce_abort_9941	HG790913
HG790913	Bruce_abort_9941	HG790912
HG790914	Bruce_abort_9941	HG790915
HG790915	Bruce_abort_9941	HG790914
HG790916	Bruce_abort_9941	HG790917
HG790917	Bruce_abort_9941	HG790916
HG790918	Bruce_abort_9941	HG790919
HG790919	Bruce_abort_9941	HG790918
HG790920	Bruce_abort_9941	HG790921
HG790921	Bruce_abort_9941	HG790920
HG790922	Bruce_abort_9941	HG790923
HG790923	Bruce_abort_9941	HG790922
HG790924	Bruce_abort_9941	HG790925
HG790925	Bruce_abort_9941	HG790924
HG790926	Bruce_abort_9941	HG790927
HG790927	Bruce_abort_9941	HG790926
HG790928	Bruce_abort_9941	HG790929
HG790929	Bruce_abort_9941	HG790928
HG790930	Bruce_abort_9941	HG790931
HG790931	Bruce_abort_9941	HG790930
HG790932	Bruce_abort_9941	HG790933
HG790933	Bruce_abort_9941	HG790932
HG790934	Bruce_abort_9941	HG790935
HG790935	Bruce_abort_9941	HG790934
HG790936	Bruce_abort_9941	HG790937
HG790937	Bruce_abort_9941	HG790936
HG790938	Bruce_abort_9941	HG790939
HG790939	Bruce_abort_9941	HG790938
HG790940	Bruce_abort_9941	HG790941
HG790941	Bruce_abort_9941	HG790940
HG790942	Bruce_abort_9941	HG790943
HG790943	Bruce_abort_9941	HG790942
HG790944	Bruce_abort_9941	HG790945
HG790945	Bruce_abort_9941	HG790944
HG790946	Bruce_abort_9941	HG790947
HG790947	Bruce_abort_9941	HG790946
HG790948	Bruce_abort_9941	HG790949
HG790949	Bruce_abort_9941	HG790948
HG790950	Bruce_abort_9941	HG790951
HG790951	Bruce_abort_9941	HG790950
HG790952	Bruce_abort_9941	HG790953
HG790953	Bruce_abort_9941	HG790952
HG790954	Bruce_abort_9941	HG790955
HG790955	Bruce_abort_9941	HG790954
HG790956	Bruce_abort_9941	HG790957
HG790957	Bruce_abort_9941	HG790956
HG790958	Bruce_abort_9941	HG790959
HG790959	Bruce_abort_9941	HG790958
HG790960	Bruce_abort_9941	HG790961
HG790961	Bruce_abort_9941	HG790960
HG790962	Bruce_abort_9941	HG790963
HG790963	Bruce_abort_9941	HG790962
HG790964	Bruce_abort_9941	HG790965
HG790965	Bruce_abort_9941	HG790964
HG790966	Bruce_abort_9941	HG790967
HG790967	Bruce_abort_9941	HG790966
HG790968	Bruce_abort_9941	HG790969
HG790969	Bruce_abort_9941	HG790968
HG790970	Bruce_abort_9941	HG790971
HG790971	Bruce_abort_9941	HG790970
HG790972	Bruce_abort_9941	HG790973
HG790973	Bruce_abort_9941	HG790972
HG790974	Bruce_abort_9941	HG790975
HG790975	Bruce_abort_9941	HG790974
HG790976	Bruce_abort_9941	HG790977
HG790977	Bruce_abort_9941	HG790976
HG790978	Bruce_abort_9941	HG790979
HG790979	Bruce_abort_9941	HG790978
HG790980	Bruce_abort_9941	HG790981
HG790981	Bruce_abort_9941	HG790980
HG790982	Bruce_abort_9941	HG790983
HG790983	Bruce_abort_9941	HG790982
HG790984	Bruce_abort_9941	HG790985
HG790985	Bruce_abort_9941	HG790984
HG790986	Bruce_abort_9941	HG790987
HG790987	Bruce_abort_9941	HG790986
HG790988	Bruce_abort_9941	HG790989
HG790989	Bruce_abort_9941	HG790988
HG790990	Bruce_abort_9941	HG790991
HG790991	Bruce_abort_9941	HG790990
HG790992	Bruce_abort_9941	HG790993
HG790993	Bruce_abort_9941	HG790992
HG790994	Bruce_abort_9941	HG790995
HG790995	Bruce_abort_9941	HG790994
HG790996	Bruce_abort_9941	HG790997
HG790997	Bruce_abort_9941	HG790996
HG790998	Bruce_abort_9941	HG790999
HG790999	Bruce_abort_9941	HG790998
HG791000	Bruce_abort_9941	HG791001
HG791001	Bruce_abort_9941	HG791000
HG791002	Bruce_abort_9941	HG791003
HG791003	Bruce_abort_9941	HG791002
HG791004	Bruce_abort_9941	HG791005
HG791005	Bruce_abort_9941	HG791004
HG791006	Bruce_abort_9941	HG791007
HG791007	Bruce_abort_9941	HG791006
HG791008	Bruce_abort_9941	HG791009
HG791009	Bruce_abort_9941	HG791008
HG791010	Bruce_abort_9941	HG791011
HG791011	Bruce_abort_9941	HG791010
HG791012	Bruce_abort_9941	HG791013
HG791013	Bruce_abort_9941	HG791012
HG791014	Bruce_abort_9941	HG791015
HG791015	Bruce_abort_9941	HG791014
HG791016	Bruce_abort_9941	HG791017
HG791017	Bruce_abort_9941	HG791016
HG791018	Bruce_abort_9941	HG791019
HG791019	Bruce_abort_9941	HG791018
HG791020	Bruce_abort_9941	HG791021
HG791021	Bruce_abort_9941	HG791020
HG791022	Bruce_abort_9941	HG791023
HG791023	Bruce_abort_9941	HG791022
HG791024	Bruce_abort_9941	HG791025
HG791025	Bruce_abort_9941	HG791024
HG791026	Bruce_abort_9941	HG791027
HG791027	Bruce_abort_9941	HG791026
HG791028	Bruce_abort_9941	HG791029
HG791029	Bruce_abort_9941	HG791028
HG791030	Bruce_abort_9941	HG791031
HG791031	Bruce_abort_9941	HG791030
HG791032	Bruce_abort_9941	HG791033
HG791033	Bruce_abort_9941	HG791032
HG791034	Bruce_abort_9941	HG791035
HG791035	Bruce_abort_9941	HG791034
HG791036	Bruce_abort_9941	HG791037
HG791037	Bruce_abort_9941	HG791036
HG791038	Bruce_abort_9941	HG791039
HG791039	Bruce_abort_9941	HG791038
HG791040	Bruce_abort_9941	HG791041
HG791041	Bruce_abort_9941	HG791040
HG791042	Bruce_abort_9941	HG791043
HG791043	Bruce_abort_9941	HG791042
HG791044	Bruce_abort_9941	HG791045
HG791045	Bruce_abort_9941	HG791044
HG791046	Bruce_abort_9941	HG791047
HG791047	Bruce_abort_9941	HG791046
HG791048	Bruce_abort_9941	HG791049
HG791049	Bruce_abort_9941	HG791048
HG791050	Bruce_abort_9941	HG791051
HG791051	Bruce_abort_9941	HG791050
HG791052	Bruce_abort_9941	HG791053
HG791053	Bruce_abort_9941	HG791052
HG791054	Bruce_abort_9941	HG791055
HG791055	Bruce_abort_9941	HG791054
HG791056	Bruce_abort_9941	HG791057
HG791057	Bruce_abort_9941	HG791056
HG791058	Bruce_abort_9941	HG791059
HG791059	Bruce_abort_9941	HG791058
HG791060	Bruce_abort_9941	HG791061
HG791061	Bruce_abort_9941	HG791060
HG791062	Bruce_abort_9941	HG791063
HG791063	Bruce_abort_9941	HG791062
HG791064	Bruce_abort_9941	HG791065
HG791065	Bruce_abort_9941	HG791064
HG791066	Bruce_abort_9941	HG791067
HG791067	Bruce_abort_9941	HG791066
HG791068	Bruce_abort_9941	HG791069
HG791069	Bruce_abort_9941	HG791068
HG791070	Bruce_abort_9941	HG791071
HG791071	Bruce_abort_9941	HG791070
HG791072	Bruce_abort_9941	HG791073
HG791073	Bruce_abort_9941	HG791072
HG791074	Bruce_abort_9941	HG791075
HG791075	Bruce_abort_9941	HG791074
HG791076	Bruce_abort_9941	HG791077
HG791077	Bruce_abort_9941	HG791076
HG791078	Bruce_abort_9941	HG791079
HG791079	Bruce_abort_9941	HG791078
HG791080	Bruce_abort_9941	HG791081
HG791081	Bruce_abort_9941	HG791080
HG791082	Bruce_abort_9941	HG791083
HG791083	Bruce_abort_9941	HG791082
HG791084	Bruce_abort_9941	HG791085
HG791085	Bruce_abort_9941	HG791084
HG791086	Bruce_abort_9941	HG791087
HG791087	Bruce_abort_9941	HG791086
HG791088	Bruce_abort_9941	HG791089
HG791089	Bruce_abort_9941	HG791088
HG791090	Bruce_abort_9941	HG791091
HG791091	Bruce_abort_9941	HG791090
HG791092	Bruce_abort_9941	HG791093
HG791093	Bruce_abort_9941	HG791092
HG791094	Bruce_abort_9941	HG791095
HG791095	Bruce_abort_9941	HG791094
HG791096	Bruce_abort_9941	HG791097
HG791097	Bruce_abort_9941	HG791096
HG791098	Bruce_abort_9941	HG791099
HG791099	Bruce_abort_9941	HG791098
HG791100	Bruce_abort_9941	HG791101
HG791101	Bruce_abort_9941	HG791100
HG791102	Bruce_abort_9941	HG791103
HG791103	Bruce_abort_9941	HG791102
HG791104	Bruce_abort_9941	HG791105
HG791105	Bruce_abort_9941	HG791104
HG791106	Bruce_abort_9941	HG791107
HG791107	Bruce_abort_9941	HG791106
HG791108	Bruce_abort_9941	HG791109
HG791109	Bruce_abort_9941	HG791108
HG791110	Bruce_abort_9941	HG791111
HG791111	Bruce_abort_9941	HG791110
HG791112	Bruce_abort_9941	HG791113
HG791113	Bruce_abort_9941	HG791112
HG791114	Bruce_abort_9941	HG791115
HG791115	Bruce_abort_9941	HG791114
HG791116	Bruce_abort_9941	HG791117
HG791117	Bruce_abort_9941	HG791116
HG791118	Bruce_abort_9941	HG791119
HG791119	Bruce_abort_9941	HG791118
HG791120	Bruce_abort_9941	HG791121
HG791121	Bruce_abort_9941	HG791120
HG791122	Bruce_abort_9941	HG791123
HG791123	Bruce_abort_9941	HG791122
HG791124	Bruce_abort_9941	HG791125
HG791125	Bruce_abort_9941	HG791124
HG791126	Bruce_abort_9941	HG791127
HG791127	Bruce_abort_9941	HG791126
HG791128	Bruce_abort_9941	HG791129
HG791129	Bruce_abort_9941	HG791128
HG791130	Bruce_abort_9941	HG791131
HG791131	Bruce_abort_9941	HG791130
HG791132	Bruce_abort_9941	HG791133
HG791133	Bruce_abort_9941	HG791132
HG791134	Bruce_abort_9941	HG791135
HG791135	Bruce_abort_9941	HG791134
HG791136	Bruce_abort_9941	HG791137
HG791137	Bruce_abort_9941	HG791136
HG791138	Bruce_abort_9941	HG791139
HG791139	Bruce_abort_9941	HG791138
HG791140	Bruce_abort_9941	HG791141
HG791141	Bruce_abort_9941	HG791140
HG791142	Bruce_abort_9941	HG791143
HG791143	Bruce_abort_9941	HG791142
HG791144	Bruce_abort_9941	HG791145
HG791145	Bruce_abort_9941	HG791144
HG791146	Bruce_abort_9941	HG791147
HG791147	Bruce_abort_9941	HG791146
HG791148	Bruce_abort_9941	HG791149
HG791149	Bruce_abort_9941	HG791148
HG791150	Bruce_abort_9941	HG791151
HG791151	Bruce_abort_9941	HG791150
HG791152	Bruce_abort_9941	HG791153
HG791153	Bruce_abort_9941	HG791152
HG791154	Bruce_abort_9941	HG791155
HG791155	Bruce_abort_9941	HG791154
HG791156	Bruce_abort_9941	HG791157
HG791157	Bruce_abort_9941	HG791156
HG791158	Bruce_abort_9941	HG791159
HG791159	Bruce_abort_9941	HG791158
HG791160	Bruce_abort_9941	HG791161
HG791161	Bruce_abort_9941	HG791160
HG791162	Bruce_abort_9941	HG791163
HG791163	Bruce_abort_9941	HG791162
HG791164	Bruce_abort_9941	HG791165
HG791165	Bruce_abort_9941	HG791164
HG791166	Bruce_abort_9941	HG791167
HG791167	Bruce_abort_9941	HG791166
HG791168	Bruce_abort_9941	HG791169
HG791169	Bruce_abort_9941	HG791168
HG791170	Bruce_abort_9941	HG791171
HG791171	Bruce_abort_9941	HG791170
HG791172	Bruce_abort_9941	HG791173
HG791173	Bruce_abort_9941	HG791172
HG791174	Bruce_abort_9941	HG791175
HG791175	Bruce_abort_9941	HG791174
HG791176	Bruce_abort_9941	HG791177
HG791177	Bruce_abort_9941	HG791176
HG791178	Bruce_abort_9941	HG791179
HG791179	Bruce_abort_9941	HG791178
HG791180	Bruce_abort_9941	HG791181
HG791181	Bruce_abort_9941	HG791180
HG791182	Bruce_abort_9941	HG791183
HG791183	Bruce_abort_9941	HG791182
HG791184	Bruce_abort_9941	HG791185
HG791185	Bruce_abort_9941	HG791184
HG791186	Bruce_abort_9941	HG791187
HG791187	Bruce_abort_9941	HG791186
HG791188	Bruce_abort_9941	HG791189
HG791189	Bruce_abort_9941	HG791188
HG791190	Bruce_abort_9941	HG791191
HG791191	Bruce_abort_9941	HG791190
HG791192	Bruce_abort_9941	HG791193
HG791193	Bruce_abort_9941	HG791192
HG791194	Bruce_abort_9941	HG791195
HG791195	Bruce_abort_9941	HG791194
HG791196	Bruce_abort_9941	HG791197
HG791197	Bruce_abort_9941	HG791196
HG791198	Bruce_abort_9941	HG791199
HG791199	Bruce_abort_9941	HG791198
HG791200	Bruce_abort_9941	HG791201
HG791201	Bruce_abort_9941	HG791200
HG791202	Bruce_abort_9941	HG791203
HG791203	Bruce_abort_9941	HG791202
HG791204	Bruce_abort_9941	HG791205
HG791205	Bruce_abort_9941	HG791204
HG791206	Bruce_abort_9941	HG791207
HG791207	Bruce_abort_9941	HG791206
HG791208	Bruce_abort_9941	HG791209
HG791209	Bruce_abort_9941	HG791208
HG791210	Bruce_abort_9941	HG791211
HG791211	Bruce_abort_9941	HG791210
HG791212	Bruce_abort_9941	HG791213
HG791213	Bruce_abort_9941	HG791212
HG791214	Bruce_abort_9941	HG791215
HG791215	Bruce_abort_9941	HG791214
HG791216	Bruce_abort_9941	HG791217
HG791217	Bruce_abort_9941	HG791216
HG791218	Bruce_abort_9941	HG791219
HG791219	Bruce_abort_9941	HG791218
HG791220	Bruce_abort_9941	HG791221
HG791221	Bruce_abort_9941	HG791220
HG791222	Bruce_abort_9941	HG791223
HG791223	Bruce_abort_9941	HG791222
HG791224	Bruce_abort_9941	HG791225
HG791225	Bruce_abort_9941	HG791224
HG791226	Bruce_abort_9941	HG791227
HG791227	Bruce_abort_9941	HG791226
HG791228	Bruce_abort_9941	HG791229
HG791229	Bruce_abort_9941	HG791228
HG791230	Bruce_abort_9941	HG791231
HG791231	Bruce_abort_9941	HG791230
HG791232	Bruce_abort_9941	HG791233
HG791233	Bruce_abort_9941	HG791232
HG791234	Bruce_abort_9941	HG791235
HG791235	Bruce_abort_9941	HG791234
HG791236	Bruce_abort_9941	HG791237
HG791237	Bruce_abort_9941	HG791236
HG791238	Bruce_abort_9941	HG791239
HG791239	Bruce_abort_9941	HG791238
HG791240	Bruce_abort_9941	HG791241
HG791241	Bruce_abort_9941	HG791240
HG791242	Bruce_abort_9941	HG791243
HG791243	Bruce_abort_9941	HG791242
HG791244	Bruce_abort_9941	HG791245
HG791245	Bruce_abort_9941	HG791244
HG791246	Bruce_abort_9941	HG791247
HG791247	Bruce_abort_9941	HG791246
HG791248	Bruce_abort_9941	HG791249
HG791249	Bruce_abort_9941	HG791248
HG791250	Bruce_abort_9941	HG791251
HG791251	Bruce_abort_9941	HG791250
HG791252	Bruce_abort_9941	HG791253
HG791253	Bruce_abort_9941	HG791252
HG791254	Bruce_abort_9941	HG791255
HG791255	Bruce_abort_9941	HG791254
HG791256	Bruce_abort_9941	HG791257
HG791257	Bruce_abort_9941	HG791256
HG791258	Bruce_abort_9941	HG791259
HG791259	Bruce_abort_9941	HG791258
HG791260	Bruce_abort_9941	HG791261
HG791261	Bruce_abort_9941	HG791260
HG791262	Bruce_abort_9941	HG791263
HG791263	Bruce_abort_9941	HG791262
HG791264	Bruce_abort_9941	HG791265
HG791265	Bruce_abort_9941	HG791264
HG791266	Bruce_abort_9941	HG791267
HG791267	Bruce_abort_9941	HG791266
HG791268	Bruce_abort_9941	HG791269
HG791269	Bruce_abort_9941	HG791268
HG791270	Bruce_abort_9941	HG791271
HG791271	Bruce_abort_9941	HG791270
HG791272	Bruce_abort_9941	HG791273
HG791273	Bruce_abort_9941	HG791272
HG791274	Bruce_abort_9941	HG791275
HG791275	Bruce_abort_9941	HG791274
HG791276	Bruce_abort_9941	HG791277
HG791277	Bruce_abort_9941	HG791276
HG791278	Bruce_abort_9941	HG791279
HG791279	Bruce_abort_9941	HG791278
HG791280	Bruce_abort_9941	HG791281
HG791281	Bruce_abort_9941	HG791280
HG791282	Bruce_abort_9941	HG791283
HG791283	Bruce_abort_9941	HG791282
HG791284	Bruce_abort_9941	HG791285
HG791285	Bruce_abort_9941	HG791284
HG791286	Bruce_abort_9941	HG791287
HG791287	Bruce_abort_9941	HG791286
HG791288	Bruce_ovis_25840	HG791289
HG791289	Bruce_ovis_25840	HG791288
HG791290	Bruce_ovis_25840	HG791291
HG791291	Bruce_ovis_25840	HG791290
HG791292	Bruce_ovis_25840	HG791293
HG791293	Bruce_ovis_25840	HG791292
HG791294	Bruce_ovis_25840	HG791295
HG791295	Bruce_ovis_25840	HG791294
HG791296	Bruce_ovis_25840	HG791297
HG791297	Bruce_ovis_25840	HG791296
HG791298	Bruce_ovis_25840	HG791299
HG791299	Bruce_ovis_25840	HG791298
HG791300	Bruce_ovis_25840	HG791301
HG791301	Bruce_ovis_25840	HG791300
HG791302	Bruce_ovis_25840	HG791303
HG791303	Bruce_ovis_25840	HG791302
HG791304	Bruce_ovis_25840	HG791305
HG791305	Bruce_ovis_25840	HG791304
HG791306	Bruce_ovis_25840	HG791307
HG791307	Bruce_ovis_25840	HG791306
HG791308	Bruce_ovis_25840	HG791309
HG791309	Bruce_ovis_25840	HG791308
HG791310	Bruce_ovis_25840	HG791311
HG791311	Bruce_ovis_25840	HG791310
HG791312	Bruce_ovis_25840	HG791313
HG791313	Bruce_ovis_25840	HG791312
HG791314	Bruce_ovis_25840	HG791315
HG791315	Bruce_ovis_25840	HG791314
HG791316	Bruce_ovis_25840	HG791317
HG791317	Bruce_ovis_25840	HG791316
HG791318	Bruce_ovis_25840	HG791319
HG791319	Bruce_ovis_25840	HG791318
HG791320	Bruce_ovis_25840	HG791321
HG791321	Bruce_ovis_25840	HG791320
HG791322	Bruce_ovis_25840	HG791323
HG791323	Bruce_ovis_25840	HG791322
HG791324	Bruce_ovis_25840	HG791325
HG791325	Bruce_ovis_25840	HG791324
HG791326	Bruce_canis_23365	HG791327
HG791327	Bruce_canis_23365	HG791326
HG791328	Bruce_canis_23365	HG791329
HG791329	Bruce_canis_23365	HG791328
HG791330	Bruce_canis_23365	HG791331
HG791331	Bruce_canis_23365	HG791330
HG791332	Bruce_canis_23365	HG791333
HG791333	Bruce_canis_23365	HG791332
HG791334	Bruce_canis_23365	HG791335
HG791335	Bruce_canis_23365	HG791334
HG791336	Bruce_canis_23365	HG791337
HG791337	Bruce_canis_23365	HG791336
HG791338	Bruce_canis_23365	HG791339
HG791339	Bruce_canis_23365	HG791338
HG791340	Bruce_canis_23365	HG791341
HG791341	Bruce_canis_23365	HG791340
HG791342	Bruce_canis_23365	HG791343
HG791343	Bruce_canis_23365	HG791342
HG791344	Bruce_canis_23365	HG791345
HG791345	Bruce_canis_23365	HG791344
HG791346	Bruce_canis_23365	HG791347
HG791347	Bruce_canis_23365	HG791346
HG791348	Bruce_canis_23365	HG791349
HG791349	Bruce_canis_23365	HG791348
HG791350	Bruce_canis_23365	HG791351
HG791351	Bruce_canis_23365	HG791350
HG791352	Bruce_canis_23365	HG791353
